lineID	SPEAKER		BADLY TRANSLATED	
465	objAnabel		Congratulations to the {shake .5}family!{/shake}	
466	objAnabel		But my family is much better off.	
				
467	objAnanya		I'm tired	
468	objAnanya		I drank all night ...	
469	objAnanya		I just won ...	
470	objAnanya		I think I'm just starting to see things ...	
471	objAnanya		Tones, image of God.	
472	objAnanya		but ...	
473	objAnanya		You're here already	
474	objAnanya		laughs ...	
475	objBard		Actually!	
476	objAnanya		Thank you ...	
477	objAnanya		I'm not ashamed ...	
478	objAnanya		lie...	
479	objAnanya		This is the {wiggle}beginning{/wiggle} of an idea ...	
480	objAnanya		Well, fake ...	
481	objBard		Actually!	
482	objBard		But it's okay.	
483	objBard		Sometimes the buffalo is happy.	
484	objAnanya		Woman	
485	objBard		Happiness is just a weapon ...	
486	objBard		World Health Organization ...	
487	objBard		There was no hair.	
488	objAnanya		At least...	
489	objBard		like a normal horse	
490	objBard		But he saw the buffalo in his heart.	
491	objBard		My nickname	
492	objBard		We will	
493	objBard		Oh no!	
494	objAnanya		{size .6}Sacoofftudfdkjgml info	
495	objBard		{}Mary asked for a buffalo and a gun.	
496	objAnanya		{size .3}Jaffa's horse is stupid ...	
497	objBard		{}There is no time ...	
498	objBard		Transport	
499	objBard		Sleep is important.	
500	objAnanya		{size .3}Bread	
				
501	objAnne		I agree: Welcome to Pam Ann's store!	
502	objAnne		Do you want pearls?	
503	objAnne		Me too!	
504	objAnne		Do you want time?	
505	objAnne		Do you want to upgrade?	
				
506	objBard		Why do you want to {wiggle}explode?{/wiggle}	
507	objAnne		We have found a {shake .5}solution to this problem.{/shake}	
508	objAnne		YOUNG!	
509	objBard		YOUNG!	
510	objAnne		Available	
511	objAnne		There was a strange sound on the wall.	
512	objAnne		I was in the air	
513	objAnne		I have always loved {shake}disasters.{}	
514	objBard		There are always other sources of medication.	
515	objAnne		what are you doing	
516	objBard		And see!	
517	objBard		Check and collect.	
518	objAnne		No policy Difficult?	
				
552	objAstronomer		Sorry	
553	objAstronomer		I can no longer speak ...	
554	objAstronomer		Then ...	
555	objAstronomer		{shake .5}{wiggle}I'm hungry ...	
556	objAstronomer		Now I want to go to a restaurant.	
557	objAstronomer		Transport	
558	objAstronomer		Black bars ...	
559	objAstronomer		I'm going to a restaurant now ...	
				
560	objAstronomer		Sorry	
561	objAstronomer		I can no longer speak ...	
562	objAstronomer		It does not matter...	
563	objAstronomer		One more message ...	
564	objAstronomer		if you want to talk to someone	
565	objAstronomer		00:00 - 05:00	
566	objAstronomer		Transport	
568	objAstronomer		I'm doing a lot of research right now.	
569	objAstronomer		That day he was in a grocery store.	
				
612	objAstronomer		C *	
613	objAstronomer		I did not go home ...	
614	objAstronomer		Introduce yourself.	
615	objAstronomer		I made a statement.	
616	objAstronomer		See the program's exciting history ...	
617	objAstronomer		Editing ...	
618	objAstronomer		Then he disappeared	
619	objAstronomer		Unfortunately, there is smoking in this building	
620	objAstronomer		can no longer see the {shake .4}bats{/shake} flying in the sky.	
621	objAstronomer		Sorry	
622	objAstronomer		Many that I can not get into.	
623	objAstronomer		But I visited the city	
624	objAstronomer		Rebels ... Redeemer	
625	objAstronomer		I had to say yes.	
626	objAstronomer		I found a way to shut down the industry.	
627	objAstronomer		I want to rest	
628	objBard		accepted	
629	objBard		boom?	
630	objAstronomer		Verification	
631	objBard		accepted	
632	objBard		why are you twins	
634	objAstronomer		If there is a difference, we will let you know.	
635	objBard		accepted	
636	objBard		What is this?	
637	objAstronomer		Woman	
638	objAstronomer		You may not have this problem.	
639	objBard		accepted	
640	objBard		Yes, the idea is wrong.	
641	objAstronomer		I work in this city	
642	objAstronomer		Sometimes accidents happen during an investigation.	
643	objBard		accepted	
644	objBard		hate	
645	objAstronomer		This is not just a coincidence	
646	objAstronomer		I want to stay happy	
647	objBard		accepted	
648	objBard		On the grill?	
649	objAstronomer		you just need people	
650	objBard		accepted	
651	objBard		Hidden message. Transport	
652	objAstronomer		Hi!	
653	objBard		accepted	
654	objBard		Scouts are a lot of fun.	
655	objAstronomer		Sorry	
656	objBard		accepted	
657	objBard		But where are they going?	
658	objAstronomer		yes that is the question	
659	objAstronomer		Do you need help?	
660	objBard		accepted	
661	objBard		How to find a spy	
662	objAstronomer		need to focus on finding that special person.	
663	objBard		accepted	
664	objBard		How	
665	objAstronomer		Some get up early but do not wake up.	
666	objBard		accepted	
667	objBard		Last places ...	
668	objAstronomer		But I think you could say that all three countries are doing the same thing.	
669	objAstronomer		Can you have breakfast at this restaurant?	
670	objAstronomer		It can damage plants;	
671	objBard		accepted	
672	objBard		Find someone and give them everything you have.	
673	objAstronomer		reliable.	
674	objAstronomer		Find out what the villagers want.	
675	objAstronomer		reliable.	
676	objAstronomer		Yes, I know how	
677	objAstronomer		plum	
678	objAstronomer		It is well known that psychology works in different ways.	
679	objAstronomer		I was shocked.	
680	objAstronomer		no one told me	
681	objAstronomer		We need people to help us.	
682	objAstronomer		We want to stay away from the people of this city.	
683	objAstronomer		Most people see the sun and do not work.	
684	objAstronomer		I woke up last night and need your help.	
685	objAstronomer		Plants can attack at 03:00 ...	
686	objAstronomer		Do you eat at that restaurant?	
687	objAstronomer		I managed	
688	objAstronomer		thank you	
				
689	objAstronomer		You should also remove it.	
690	objAstronomer		I earn money	
691	objAstronomer		Elsewhere ...	
692	objAstronomer		But then you need yeast.	
693	objAstronomer		See you ...	
694	objAstronomer		You can share information with anyone you find.	
695	objAstronomer		If necessary.	
696	objAstronomer		They cry all day in the city.	
697	objAstronomer		Life seems cheap.	
698	objAstronomer		Maybe he will help us.	
699	objAstronomer		What do you want ...	
700	objAstronomer		Have you ever seen anyone cry in the city?	
701	objAstronomer		Now the dog ...	
702	objAstronomer		I think it's about understanding ...	
703	objAstronomer		Yellow	
704	objAstronomer		The girl is sitting in a park outside the city.	
705	objAstronomer		I see it happen every night.	
706	objAstronomer		I can not wait	
707	objAstronomer		But I can be with you	
708	objAstronomer		It is important to sing regularly in the air.	
709	objAstronomer		very sad and sad	
710	objAstronomer		Please help us	
711	objAstronomer		I do not know who was injured in the attack.	
712	objAstronomer		YOUNG! Did you know something is wrong?	
713	objAstronomer		The store is a small toy store.	
714	objAstronomer		But he fell into the hands of a bad baron.	
715	objAstronomer		This program changed the surface of the earth.	
716	objAstronomer		When a star really dies ... what is it?	
717	objAstronomer		More research is {shake .3}needed{} in this area ...	
718	objAstronomer		You should also remove it.	
719	objAstronomer		I earn money	
720	objAstronomer		people more ...	
				
721	objAstronomer		So here it is! Who are you _.	
722	objAstronomer		New staff hired.	
723	objBalalaika		YOUNG! The plant is low ...	
724	objBalalaika		Free in town!	
725	objWhiner		YOUNG! "It is strong...	
727	objAstronomer		{wiggle}Bongo ...{/wiggle}	
728	objAstronomer		What should we do now?	
729	objAstronomer		they built an industry	
732	objAstronomer		We must reject it. it may rain	
733	objAstronomer		delays or adjustments	
734	objAstronomer		When working in a factory ...	
735	objAstronomer		We can work together to achieve this goal.	
736	objWhiner		{size .8}I'm happy	
737	objBalalaika		{}It's the beginning of a new day ...	
738	objBalalaika		Sukuma! Me and you	
739	objBalalaika		Light a city without buildings!	
740	objWhiner		YOUNG! "It is strong...	
741	objAstronomer		it may be too long	
742	objAstronomer		But I understand the concern.	
743	objAstronomer		All the fat together	
744	objAstronomer		a finished model	
745	objAstronomer		Tomorrow ... in the industry.	
746	objAstronomer		I hope I can control it.	
747	objAstronomer		shooting star ...	
748	objAstronomer		Description...	
				
570	objAstronomer		I looked up at the sky again	
571	objAstronomer		I'm scared of him	
572	objAstronomer		missing stars	
573	objAstronomer		But I do not know why ...	
574	objBard		There is a {wiggle}world{/wiggle} of advertising.	
575	objAstronomer		Transport	
576	objAstronomer		I think that can be explained.	
577	objAstronomer		Transport	
578	objAstronomer		But he did not want to.	
579	objAstronomer		When the world turns ...	
580	objAstronomer		Why do you say that?	
581	objBard		A road!	
582	objBard		In my dream, I met an angel who taught me everything.	
583	objBard		You have passed on to the spirit of the world.	
584	objBard		Find the magic animal and sing	
585	objBard		Then you can save the world.	
586	objAstronomer		Cry.	
587	objBard		I think it's the end of the world.	
588	objAstronomer		I'm not talking about that	
589	objAstronomer		My job is to find a scientist.	
590	objAstronomer		But it went well	
591	objAstronomer		How do we enter the kingdom of God?	
592	objBard		A special song must be sung in a special place.	
593	objAstronomer		Woman	
594	objAstronomer		Save a set of options.	
595	objAstronomer		The weight can be combined with a stable vibration speed.	
596	objAstronomer		Bridges make it easy to connect the world ...	
597	objAstronomer		Woman	
598	objBard		In fact, it is almost exclusively interesting.	
599	objAstronomer		Yes Yes	
600	objAstronomer		Good luck on your spiritual journey	
601	objAstronomer		You can find an ad here	
602	objAstronomer		Maybe someone can help us.	
603	objAstronomer		delicious	
604	objAstronomer		As you can see, everything is connected.	
605	objAstronomer		Create a great combination ...	
606	objAstronomer		Yes, we all know everything.	
607	objAstronomer		When you help and entertain others ...	
608	objAstronomer		Costs are also recorded.	
609	objAstronomer		Our goal is to create a better world.	
610	objAstronomer		sing	
611	objAstronomer		plum	
				
519	objAstronomer		my family	
520	objAstronomer		what are you doing	
521	objAstronomer		When the king left the factory ...	
522	objAstronomer		I can play sports	
523	objAstronomer		Used for fresh herbs	
524	objAstronomer		Here are some of the most effective alternatives.	
525	objAstronomer		the ability to develop new skills	
526	objAstronomer		unchanged	
527	objAstronomer		I have an opinion on this.	
528	objAstronomer		All stars ...	
529	objAstronomer		Let them go	
530	objAstronomer		At that moment, his eyes focused on the sky.	
531	objAstronomer		I have nails on my back ...	
532	objAstronomer		He thought the end was near.	
533	objAstronomer		But soon ...	
534	objAstronomer		a new star	
535	objAstronomer		New star, new star ...	
536	objAstronomer		give us new hope	
537	objAstronomer		We do not know how long we can stay.	
538	objAstronomer		But I remember what I did.	
539	objAstronomer		That's why I'm here.	
540	objAstronomer		They say the stars determine our destiny.	
541	objAstronomer		I was born under a lucky star ...	
542	objAstronomer		Now	
543	objAstronomer		I think there are problems in many areas ...	
544	objAstronomer		{size .7}(page)	
545	objAstronomer		{size 1}But the starry sky is full of music	
546	objAstronomer		The old star I just left.	
547	objAstronomer		Now your destiny is in your hands.	
548	objAstronomer		We describe what the world will look like in the future.	
549	objAstronomer		Stay together	
550	objAstronomer		I will say now	
551	objAstronomer		This is something I would like to do in the future.	
				
754	objMiriam		Love ...	
755	objMiriam		Me and you	
756	objMiriam		Enter the spirit world	
757	objBard		Follow me; Look at me; Subscribe to me	
758	objMiriam		YOUNG!	
759	objBard		Transport	
760	objBard		Yes, but not really.	
761	objBard		Do not forget.	
762	objBard		Will anything happen?	
763	objBard		whatever you want	
764	objMiriam		Number.	
765	objMiriam		Do you play normally?	
766	objMiriam		After his death, he went to the princess.	
767	objMiriam		Then everything is clear and empty.	
768	objBard		It's all filled with mysteries and mysteries.	
769	objMiriam		Here it is	
770	objMiriam		Most	
771	objMiriam		will help you	
772	objMiriam		Now with others.	
773	objBard		Use it!	
				
774	objBard		... and try again	
				
749	objBard		...	
750	objBard		Rough..?	
